,age,income,debt_to_income,credit_score,loan_amount,approved
64,38,69645.42989036113,0.3911938963065751,532.0102846077714,37982.09483338463,0
65,46,23283.956426120145,0.1964565891301967,741.9646564516087,14417.880801459441,1
66,64,72498.38558500705,0.4123265247613057,689.2026524999327,16852.078858091212,1
67,54,101606.01754226185,0.545006660372189,645.9674098063028,28841.616221032546,1
68,30,53579.58165739532,0.5372670702138117,568.9363488723363,5000.0,0
69,56,48886.2859070318,0.3563459011448349,662.7134942629759,25470.04295009748,1
70,34,20746.06720560574,0.2721553388569462,544.8383920715295,10476.6963980948,0
71,51,61982.16519623561,0.3855205900469846,627.9889408447402,20387.72556772925,0
72,35,21746.425402103905,0.3576667255096382,679.050524845875,9987.973430835633,1
73,28,43689.8199702516,0.41917075773559664,600.1049820001549,22446.378897629715,0
74,34,45960.9569754245,0.25482802833858603,647.194623197503,13964.91975141993,1
75,43,6987.467693685533,0.2899748543252711,813.1220760656106,5000.0,1
76,60,44484.74906478227,0.31725438787158233,524.8176716875911,13218.786065049808,0
77,41,134690.8448653911,0.4499696361898189,595.9495657103539,37739.91596149709,0
78,36,12760.015719895635,0.4698769200757689,631.902184875011,5000.0,0
79,38,35350.01172449097,0.28526563386980214,612.8549341560231,5000.0,1
80,44,13717.700862701799,0.1773523728614262,681.7061783301431,5000.0,1
81,46,23223.7160858492,0.4043960938252136,687.8221039480588,6634.768370852664,1
82,45,13837.140168419402,0.4597872323029115,653.1504453510744,5000.0,0
83,61,39331.11297894893,0.32987735558852627,659.534431420576,5000.0,1
84,49,54003.406215927076,0.2429586348443633,524.2009228472942,7355.88547405488,0
85,35,44572.36452100548,0.2783045314416103,683.0848221616579,10862.196012688712,1
86,21,22808.96102799807,0.5959009103162051,663.5324077148974,12000.214352695299,0
87,45,26777.107981963265,0.3832595447338193,601.4812715367977,5000.0,0
88,27,41611.68694794439,0.5020087018127758,763.3119789366777,12879.97258022644,1
89,29,23168.248124703063,0.22953611014568703,644.8224722304786,5000.0,1
90,44,18687.356398497486,0.5315368271626671,665.7733732701856,5434.053306706606,0
91,21,32223.022803672964,0.4842029327795086,647.136661707584,5660.564371082848,0
92,64,22643.902635702212,0.3346377618353987,534.4576296075766,5954.578055193459,0
93,28,44612.92787288405,0.4413409821677365,579.1304034852194,5000.0,0
94,44,69518.53593945422,0.5440901460631242,630.6360509608295,26564.73853933155,0
95,31,133091.4415418345,0.18379679567242982,718.7483527808268,41584.7916790983,1
96,37,43003.356770962775,0.2711399533345214,617.952387396283,14230.641311459573,0
97,28,50160.647374302294,0.42860508972168077,664.4159692803266,24750.186452073198,1
98,55,26912.370461845796,0.35303723995464803,681.8314190276868,5000.0,1
99,55,27758.895125921277,0.4116933506788958,594.0346932106839,5000.0,0
100,53,69011.47839331375,0.45322322869677467,584.4860240497413,43625.37362060999,0
101,25,31629.202416175503,0.42479334562145005,602.4252450817705,12935.569401737765,0
102,62,37664.515218528024,0.3120746475901501,598.0037027416626,5000.0,0
103,59,66935.70662609434,0.32240700523453153,573.8790616217082,17665.707076349863,0
104,61,31751.219532534615,0.5833007051306709,710.3567956303157,16298.66960025627,0
105,48,76896.08307139954,0.36293035335673257,690.9802440434348,55106.759930273016,1
106,27,48364.17670939625,0.5532976678846878,574.1949398830841,29579.19470416879,0
107,29,45601.64573308736,0.5637237003387124,661.727316001695,9525.025540312869,1
108,28,26262.71223634211,0.23285767374011626,627.4547664314712,7218.40661484729,1
109,32,46843.28733781064,0.46032648690737143,641.6187122475344,5000.0,1
110,54,29303.93323408353,0.18796822959150514,652.3438172633735,9396.153414786564,1
111,53,45922.22244881388,0.5925750069742995,546.4485837752917,15650.150188298881,0
112,43,34512.866209986365,0.3782838205132306,510.5611523813092,16617.35276547952,0
113,44,58888.716774583314,0.3710025366312971,651.4001623159402,5000.0,1
114,57,35743.167593866136,0.22023134595134122,622.8191287130331,5000.0,1
115,55,100602.13661282876,0.2589813764931065,634.4169991903235,25645.674709220668,1
116,64,31641.553211568506,0.3839284847834191,604.5353099115838,15036.141046202729,0
117,60,27797.81276285235,0.3636488142850559,649.1520094151881,6109.045052669178,1
118,42,43176.72661942852,0.29223248507577637,532.608186834981,33307.486529473346,0
119,47,62251.35168545211,0.481750856838587,651.8203758695981,5222.831306769204,1
120,55,62009.89464942239,0.34963082051510463,470.9253737288723,12496.884069573252,0
121,21,39473.73220483958,0.1984004511679215,598.2889962730758,5000.0,1
122,55,43025.34245121997,0.45805719736558925,615.9907588953024,11140.486532362602,0
123,57,43056.52337984088,0.1761085727797245,520.956206931291,17003.020742971803,0
124,34,21185.316297065176,0.06148441388121188,738.4281761143003,7125.600398917233,1
125,23,60599.18486431628,0.36442351849794424,643.1189915988647,7717.1306812213825,1
126,21,19362.079823100663,0.1953969996752895,596.9039774688299,10540.366320894262,0
127,25,21205.17770286254,0.37671680792703155,781.687434104724,12219.111639669534,1
128,46,37328.5430516763,0.47245371526614155,665.4047491408239,5974.097184440638,1
129,34,30948.200458826206,0.4976755708360145,674.4100705216044,28392.398548618617,0
130,59,54072.3746611862,0.42464722929743415,633.0891580698024,5000.0,0
131,47,45418.57023158727,0.15109051306497204,610.9446863652244,13982.288825266854,1
132,29,38913.66267560964,0.24197719256187766,663.1903247970512,11985.427159905947,1
133,35,20686.42572383749,0.3508123174827997,450.08068412929447,5000.0,0
134,35,36800.99097385075,0.35226195090940937,517.5642615534408,12508.445609928624,0
135,46,35374.420933456044,0.2087135708202064,543.2920854006768,9758.078164925744,0
136,62,40582.546680700245,0.28063508508782414,481.0701640214498,15584.453588805116,0
137,33,29289.40124425241,0.4715537187636519,681.1899695738691,8781.413959657017,1
138,52,47165.06593260414,0.42556156363650016,594.6437923527387,21696.048592010367,0
139,59,30537.767680089866,0.3037319578121195,729.5641196262947,12843.76179712972,1
140,52,45006.25380606079,0.5044478616259279,629.579132844647,5000.0,0
141,24,54069.405485603675,0.15102357593982887,582.8406923651885,12968.29026618518,1
142,50,27797.524547883284,0.4733303574177998,633.6805334613176,5000.0,0
143,57,24684.252406750016,0.452689063028282,716.1660727577671,15635.910834676451,1
144,43,46082.24796924519,0.4620038515470502,620.8621294057225,22629.20664391246,0
145,59,18759.398509311835,0.3944692461949473,725.6690892862666,6866.445656322631,1
146,35,63312.14016157922,0.252012721880091,715.1224092240104,25766.965111868016,1
147,63,36515.10569297663,0.43879877313777377,598.2043459785652,10117.800385473633,0
148,49,34290.40303310173,0.28765682300481166,604.0534901529292,11340.026847443849,1
149,56,47715.32762778683,0.38078572306843933,600.1819971752808,7178.50863656926,1
150,33,46257.424519625405,0.24081508420188238,553.9576934785987,7740.99817194601,0
151,52,36434.04932797786,0.29826629119163695,534.1067223387558,15426.104649910772,0
152,27,56348.348170902624,0.328512647554382,603.3307682395506,5000.0,0
153,42,25946.859169154173,0.40995858565984117,467.58918604365334,5000.0,0
154,48,51853.52763048316,0.43507909592048455,558.4972577826039,13204.02721028732,0
155,22,21177.366325071875,0.6043549116794,671.1868431296028,5000.0,0
156,62,46878.97199295625,0.37221897004205295,539.8379600218038,23448.001068254125,0
157,26,30824.44588658027,0.20784056330467648,726.7982622268452,13305.009125449047,1
158,48,18853.55876234859,0.46999484457590934,678.4083626149554,7271.837957570898,1
159,48,41287.76171705435,0.40064514041220944,766.2123191110527,9170.685654162828,1
160,64,35695.74430162669,0.3214442800869607,781.0033401301417,19089.84468953797,1
161,64,16791.653815640697,0.2899287891017961,688.3281406097576,6410.82713749553,1
162,40,12621.62925408671,0.2572645363239768,594.9862477731749,6279.743031206163,0
163,50,33653.35669495781,0.25228149705823233,520.1902844183346,17135.79184692939,0
164,31,81561.52972618082,0.16693013759207745,533.0442013300617,16682.890952035606,0
165,48,42638.27078108836,0.49482648801405343,773.5956798223739,5240.081306505681,1
166,45,25999.91068077156,0.4152199341535736,531.5933202945246,5000.0,0
167,59,62375.93094073003,0.3639586208592361,620.9893962879003,19464.67932286114,0
168,53,57160.12443136646,0.256887592442192,720.335509719478,5000.0,1
169,21,68582.28464207018,0.5134052564166397,574.8362613015086,5881.505136399141,0
170,47,51120.90959238339,0.13690461529267214,728.4110303121902,8233.304361511491,1
171,33,56553.99709589683,0.3303510642760776,631.6399824701841,9951.096257615643,1
172,61,52341.99363832307,0.49732195511381644,651.4097638593112,21947.24073149812,0
173,23,28602.446247849555,0.05110573688416772,615.9912277814701,5000.0,1
174,59,16016.258320034272,0.3764074858285062,571.8109285648471,5000.0,0
175,26,27985.23425720317,0.2509764421393878,684.7421758710058,5000.0,1
176,28,63099.52296399684,0.3681741636772803,676.0887563689136,25559.179528761568,1
177,47,30016.26204522909,0.2938324050552103,687.8463893828487,5512.2252058154945,1
178,29,33768.05358931782,0.4390536934409333,707.1568284244365,5962.104274817312,1
179,57,20274.263107226627,0.5348815679311945,606.3201713644637,13152.831155702168,0
180,53,27569.220053045618,0.7269989561285926,676.0536529607157,10683.903335147326,0
181,62,36150.838292842316,0.332990022631674,699.5705379647768,5571.980012065464,1
182,64,46456.93757876177,0.4606959128120364,665.347715628594,5000.0,1
183,44,28873.21178585445,0.40132310959229084,607.8737085377358,19527.003111151625,0
184,35,27881.851915692907,0.41241222790224524,661.7290654421992,9693.955092897388,1
185,52,55330.9542671594,0.5713699921373562,497.02963189964817,11782.118218814869,0
186,52,42729.005880212244,0.24737099107288998,663.2000446749242,14498.506851632095,1
187,44,45448.55166749309,0.29625725022278615,558.9312281607387,9845.64403437859,0
188,61,77976.30621368975,0.3236789512025028,638.1436319899943,31324.918204442863,1
189,32,28210.874574300193,0.20227270340032352,607.5279527874591,5000.0,1
190,59,35436.24391488062,0.34977875977399486,640.2357523952754,7783.468708023755,1
191,22,47838.205966044596,0.44869548846053536,528.1632122820056,5000.0,0
192,23,23488.03259565317,0.474254293628577,686.2092068394112,6675.5435384022085,1
193,57,40722.04492430087,0.32242614326434943,700.5923296092502,5000.0,1
194,37,36720.785959440174,0.5213053893654592,568.3963345526829,6617.360108476863,0
195,22,145604.556046682,0.05,541.4898246466403,27656.47500140657,1
196,22,38174.947347003515,0.6988073085023585,573.1107066756291,13423.555846540703,0
197,48,64761.714543087044,0.4350884918937869,688.7885336474235,14479.60136830659,1
198,43,54993.573224499836,0.28543466388627975,632.1923508037567,5335.599644367894,1
199,57,20367.977139627907,0.41931524921802016,622.5168492116035,7791.582935802688,0
200,52,16740.531285411962,0.32708194995452206,626.3274939468835,12005.224749382241,0
201,53,41089.47572805056,0.05,589.8706276963695,9389.603187649052,1
202,21,68095.56267610498,0.35703585601127363,660.1130412710174,38167.59024507172,0
203,39,41938.41072747152,0.48672604229105787,742.9116270730576,5000.0,1
204,22,37775.87317421695,0.4945688381488404,574.2157478485383,5568.949212053978,0
205,64,31506.736954735883,0.38775466967989447,680.5287116688369,17612.811865752134,0
206,46,18732.577074342928,0.4936657446918421,633.0456431978001,6439.01662173619,0
207,52,22465.58004707649,0.4153159890096393,632.4740387008942,5000.0,1
208,26,16136.565995392688,0.3833863884241055,733.2778259524123,7537.603393454431,1
209,52,20920.330167579035,0.24665106031295456,706.1472636545884,5000.0,1
210,24,27917.133444664858,0.2979184025185823,637.4371863286593,8739.13405007178,0
211,31,53530.56139191696,0.3115457472651184,701.8571941536864,26084.721927142837,1
212,37,29070.127212030915,0.3928217701991228,516.5796710070454,10841.025990860375,0
213,58,41266.771575346545,0.4704729797749322,483.11758083920824,33091.5123227078,0
214,44,38855.87649883889,0.2578359295529776,587.6305756344188,7266.70565475825,0
215,25,46607.857311796586,0.14123587799206178,566.4489890743181,20454.33965343717,0
216,54,21646.358793784937,0.5659641262984297,619.928172282534,10302.589436641116,0
217,26,61672.71289683561,0.2047068678109905,716.7370372473965,15797.269227621993,1
218,42,17969.14694383681,0.42351425038159185,622.2247737745901,5000.0,0
219,31,29030.242163116258,0.38797753051831047,702.6452382802947,15449.652629277789,1
220,36,35937.88448198813,0.29834970112435927,701.0824376371276,7148.759669148354,1
221,53,53107.44603647883,0.4411186700630835,514.3158580375648,22769.03000080379,0
222,29,72377.7830821518,0.16885553086344682,687.2258382392027,27903.911361270915,1
223,26,53317.279990719195,0.5946094498213562,719.9524036461536,17335.723636971175,1
224,36,73714.7488861529,0.7452316701277377,724.8224249487547,41985.11147283664,0
225,49,23990.4721137539,0.5346372692381853,631.4292961898285,8810.50698204834,1
226,23,65853.32767318381,0.22848635997341254,644.7053622633744,28025.025130800477,1
227,40,60435.28275566545,0.05,649.2831874111647,23015.763751061477,1
228,56,10958.409939750309,0.42160458109869925,634.0920157067592,5000.0,0
229,39,32525.116266419664,0.15599413471249102,567.4178466006566,7279.033437002427,1
230,46,49070.76464448025,0.28802611607826795,583.3538186570642,14530.169509229665,0
231,23,28065.40806528764,0.5784232933738513,683.1798583714756,11886.661326018268,0
232,39,21101.246928423854,0.5935522974294025,630.1871660491969,8317.472611652352,0
233,40,104515.18062455243,0.6097498561961712,647.8871305405752,43837.08455083527,0
234,52,38388.763381681936,0.3647621788342265,717.29129611922,40509.69535015829,0
235,27,38917.63298782499,0.484489961478135,646.1759903422967,7775.445581865024,1
236,61,18873.28940692196,0.0512835913358378,560.8803228685858,5000.0,1
237,53,26737.423763774892,0.12512682051508514,795.3202031525033,5833.615546201165,1
238,60,23180.801309832623,0.30677065904344797,620.001543214833,5303.660474500671,0
239,59,62285.729346015236,0.47619451989454625,615.9531896797952,24163.461498018507,0
240,38,46738.18663395941,0.28603815799480653,660.8574234783276,11662.941027175606,1
241,60,27302.079586369127,0.47039875821625277,631.032172695557,12187.308968912615,0
242,21,48062.1440064714,0.1769667752796732,636.576872579749,7042.3825236778575,1
243,31,31991.960861100935,0.36530471251299773,601.0891015684623,13293.707749309078,0
244,48,40832.97966472548,0.4324823555587424,708.9030641557423,5000.0,1
245,45,40736.5883231626,0.4636106809495168,719.1496633183875,12178.103570312285,1
246,43,44807.62501910569,0.28226590034631527,768.2731265480774,6173.672881290548,1
247,51,42185.25206028939,0.35429937182371385,778.5971551679772,9612.524213728355,1
248,50,44825.1581029452,0.11888884730726147,502.64574736540203,5000.0,0
249,62,68043.61361414893,0.33423731836077875,683.7003328893511,32064.331714911397,1
250,55,50025.16093492739,0.5122518799987935,558.137934307268,11189.379429733322,0
251,27,30685.610754605328,0.31056638945240816,731.1046252989973,8522.915795178296,1
252,36,34579.75336837064,0.23781012199822277,663.6334856002645,13256.879995211637,1
253,46,67176.93873306071,0.46721411730881385,589.9362064700723,10333.289382495403,0
254,22,38415.30502293267,0.6927812932491358,561.5082676365394,7738.032444595764,0
255,21,30121.388847376744,0.6759905641280418,595.2104381681137,5000.0,0
256,32,26487.569565760197,0.38921339178511555,584.7121644587489,6230.930076897462,0
257,25,41627.61524771872,0.46557546465482946,734.1388030549267,25325.884132049083,1
258,57,23684.393277874402,0.5957944338786322,646.0359133991367,8398.601375710547,0
259,52,69036.98896613748,0.3861945047495644,571.3607616191027,5000.0,0
260,29,21613.87661161017,0.419197216917242,670.752467546782,8315.517140469245,1
261,61,76041.44980442553,0.30155487240396206,669.4946499813499,42288.97274927602,0
262,55,31488.725561524236,0.7051962187837727,632.1481436857028,5000.0,0
263,39,21197.347251535222,0.45781304943357437,728.8620550994999,5445.425628390258,1
264,36,39918.20918335224,0.3099094134205468,682.953451061467,10503.200964263517,1
265,23,22549.77621405424,0.2636999271720394,677.374197726485,7313.046085562532,1
266,40,36945.01039234854,0.07141864845786924,514.0231567204352,11925.246059275221,0
267,44,27206.963599361603,0.11292187307153868,619.646651753654,11599.873522958807,1
268,53,58252.17058144977,0.2410775724064735,689.7523789268652,16000.042012891723,1
269,44,38885.42594239238,0.489249093043884,669.8496443199298,21258.36844086686,0
270,31,20045.29183499677,0.39891698434096834,649.9332806260717,5000.0,0
271,28,26943.078874345265,0.16177955014386022,692.4037724202268,5000.0,1
272,56,51661.785304708465,0.21102236052745715,675.8014965056883,30859.48870278975,1
273,58,69116.31243697331,0.3922404556126936,700.6609704843721,14137.43657849813,1
274,60,35502.64913733324,0.6010213773799387,671.8787127178972,14601.16719289803,1
275,40,21542.903105989342,0.18470601440782933,697.6110467559793,5899.137796226565,1
276,55,61513.88221685695,0.41884052101427943,694.0901531768565,30081.61266479981,1
277,45,51548.67765644195,0.2831852090760312,644.1354575312522,19724.386454243857,1
278,55,69791.65963570907,0.2875372236643266,647.8230615098527,57755.65929878893,0
279,45,41986.54795641197,0.17398573410859183,655.4269459334197,12393.756018610593,1
280,49,27992.770016039158,0.4439743647564627,562.8986321406488,6059.4603810176795,0
281,38,47025.45090271721,0.2770565144254587,541.862097632304,26128.304639958696,0
282,38,42751.71590639983,0.2972705858163406,685.2567497908896,18638.52426772344,1
283,22,27243.306968199366,0.4976492424090522,689.0107809714921,5000.0,1
284,55,40107.526619295284,0.5054756776345263,648.2079301958098,19043.048938159067,0
285,36,32941.45110014253,0.24052721775830058,674.8884020305062,11217.304307148428,1
286,61,52668.29404708678,0.39454093178022576,695.9447274996387,16717.692520030185,1
287,56,46444.04135425858,0.48593998318479076,680.4950249211357,17986.80266608864,0
288,53,21465.543558653637,0.3224822219182451,689.2350013374418,9922.22812269649,1
289,24,20410.17255739313,0.4505607295060336,559.2738970081118,6898.796582511922,0
290,53,34720.807056299614,0.3022155793850172,765.2075994050367,8585.296454728717,1
291,34,36916.343405458705,0.2980754106524377,672.6345783530319,26496.02439867858,0
292,41,53129.541362616685,0.2101727368739451,715.4948903885818,15512.281309184878,1
293,40,46941.243263480515,0.6067991622219139,690.9201939443415,26634.316655518007,1
294,28,75308.088243087,0.27734604110791394,577.8419645201305,14123.604745786008,0
295,27,28750.293873559618,0.22982034428800077,601.9559346478163,5000.0,1
296,23,27941.18279439905,0.19319318253818143,613.257651358815,13803.50722828304,0
297,37,22473.519796646582,0.36267738460204374,730.4216444685877,5601.767381695587,1
298,53,52823.08327454044,0.1974574275120408,582.6232022523776,5000.0,1
299,32,36712.629099773774,0.24311749471971328,562.290206532086,9508.15498302753,0
300,42,14374.315419197297,0.4698435264578837,680.0474632185748,5769.8703025825025,1
301,42,40178.314503841255,0.4173074616552272,772.6931269345811,6457.681027745591,1
302,50,41480.7641335574,0.14820254284483228,591.0844771299751,5648.4317506918505,1
303,58,33786.8356781039,0.4587236001997836,750.3474213810804,11442.634690771036,1
304,58,42122.083316462486,0.3549182255629988,702.2455765331371,5000.0,1
305,28,19729.734660323767,0.5205741854087516,620.4912188775495,7130.56780315012,0
306,47,82496.8934984858,0.5626984224151848,557.4146698083946,41833.23008700219,0
307,47,43920.203651123964,0.10869889128582134,626.3898171894592,24601.22136753021,1
308,54,14960.228993458604,0.4646945541979579,594.626488741429,5000.0,0
309,41,36208.58231845312,0.5952217886237635,734.022371696596,23749.764379422148,0
310,50,44505.14590690094,0.3814473498741531,647.6583286783872,18579.249465920293,1
311,53,20817.181586875493,0.4532325578581013,683.6892047373423,5000.0,1
312,48,47420.74828816074,0.383745476291834,684.1404897222793,10227.162110513449,1
313,53,84158.97186840019,0.4969137115892885,605.208487174663,13491.76409192101,0
314,25,26312.923089995846,0.40752350964428724,655.0563898619954,5000.0,1
315,39,44991.07194899804,0.05,720.0842302827341,26282.55851352874,1
316,24,40307.7605750528,0.3318196898937606,644.681171693196,13840.019171998507,1
317,55,58932.323188626615,0.32212816804331507,631.3982637664392,25339.942440279563,0
318,37,34391.99276089097,0.4570676456962654,698.3224382303337,11001.947246119385,1
319,64,21303.820180625018,0.5265269514147414,558.9869089451063,5000.0,0
320,48,57073.26791928268,0.3158494777998658,495.76105154852314,21069.473804061927,0
321,50,21946.648186639304,0.16626857201917075,670.1618180798652,10780.33218311557,1
322,49,89718.35816704464,0.39593235196720256,721.7060270979919,43949.06048274244,1
323,26,48068.61145174825,0.23360777258378032,776.125832058334,24921.791765794183,1
324,55,26918.084654515147,0.259090844760701,663.7398133503225,8346.727143424137,1
325,61,63216.82773056027,0.7073137818853661,707.6955382793885,5000.0,1
326,57,36149.03319555338,0.2483411743631984,742.2676489238166,15753.586430455709,1
327,44,32509.811644271434,0.11526878107077211,652.1984035780554,10217.771613567827,1
328,49,25837.063555631,0.4405359647312744,605.1122579105274,18058.16328586076,0
329,51,14198.768297776922,0.4560575242887022,597.9100386827862,9641.105644704325,0
330,55,49128.583112249544,0.48178812398440546,629.3739608627837,25550.599236503625,0
331,53,16089.732572018154,0.475977718868915,751.4573047196819,5000.0,1
332,41,24424.764474849842,0.37184095517781274,715.2575811578228,5000.0,1
333,52,45090.293334400434,0.3734165797572754,634.6980484752505,18238.265474347863,1
334,43,28272.978360801695,0.49093397943842276,737.1909494824029,5000.0,1
335,53,39284.131409827794,0.5912891770710259,681.6943596813588,18732.20830690077,0
336,23,19794.360304920847,0.1608910279850955,634.8020775838855,9602.630350602929,1
337,38,30508.79596858564,0.25875619310431686,662.3927302270753,18677.346330115757,1
338,45,39406.76781460069,0.4441898620087918,678.1802775411712,20437.853105632094,0
339,62,22567.446850436765,0.3882329598504655,659.5717564666161,5022.411517549032,1
340,51,84388.1053576607,0.0814148083453637,771.8716568227351,24228.36639840377,1
341,23,26404.455492757523,0.26400986231477747,639.5162966226999,5000.0,1
342,60,72345.48998253544,0.39540262786862823,553.2316961282728,25570.922915949162,0
343,44,33392.85478970085,0.35188931688954156,671.8788462175487,5000.0,1
344,52,16576.846589434565,0.2961587082040571,629.5979261709791,5000.0,1
345,42,20569.18982650011,0.7016102076472184,556.0151243281302,9046.431749806408,0
346,43,39657.669741723745,0.3462662961561699,696.5069398044847,16787.538703097332,1
347,22,60863.43581610719,0.384657349790416,397.46341777555506,28821.255820142294,0
348,47,87982.09143350735,0.3699447344063963,670.194205948135,7754.247550829932,1
349,62,38719.9157030173,0.3817500093421229,484.15167602983564,5000.0,0
350,22,20158.43572669027,0.3556589689729315,650.3609796440501,8450.975716261137,1
351,46,41741.142007045244,0.05,688.7442321542926,5000.0,1
352,37,24038.035403365273,0.20146927510164458,701.2483584643724,5000.0,1
353,60,44183.01908262281,0.3027714025640204,706.5931316315371,15147.822110452915,1
354,53,22680.543554384963,0.4719079491744934,576.1738900269345,6682.3119831531785,0
355,29,12774.609938489264,0.3051092299728752,663.2828240002601,9934.930085941493,0
356,63,70152.57765855262,0.2252935657690308,600.9256915348716,26263.505984742253,0
357,59,32428.457504578048,0.4916484473183245,596.887802830004,10851.92497249196,0
358,49,37228.51083132966,0.5526639884424043,642.2864521200265,7012.201997391528,1
359,62,59775.47191312845,0.1200909314350205,620.5372390984277,27819.456360016648,1
360,46,92913.41850333978,0.3645390279445449,577.4630068210109,27313.719043834575,0
361,55,52054.1772858481,0.05,672.5346462754948,10214.425516363503,1
362,45,38234.77833795126,0.30328698777413854,688.3966842662726,9876.80932396893,1
363,44,45772.39403540562,0.6326651343831987,589.718048887766,10675.414747466337,0
364,33,31338.682570769543,0.3637919605039615,637.0933755756782,8899.33082585242,1
365,27,36977.214930432005,0.14283826959223309,638.2938339245147,27761.879684530548,1
